timestamp,vehicle_count,density
00:21:01,0,Low
00:21:01,0,Low
00:21:01,0,Low
00:21:01,0,Low
00:21:01,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:02,0,Low
00:21:03,0,Low
00:21:03,0,Low
00:21:03,0,Low
00:21:03,0,Low
00:21:03,0,Low
00:21:04,0,Low
00:21:04,0,Low
00:21:04,0,Low
00:21:04,0,Low
00:21:04,0,Low
00:21:04,0,Low
00:21:05,0,Low
00:21:05,0,Low
00:21:05,0,Low
00:21:06,0,Low
00:21:06,0,Low
00:21:07,0,Low
00:21:08,0,Low
00:21:08,0,Low
00:21:09,0,Low
00:21:09,0,Low
00:21:09,0,Low
00:21:10,0,Low
00:21:10,0,Low
00:21:10,0,Low
00:21:11,0,Low
00:21:11,0,Low
00:21:11,0,Low
00:21:11,0,Low
00:21:11,0,Low
00:21:12,0,Low
00:21:12,0,Low
00:21:12,0,Low
00:21:13,0,Low
00:21:14,0,Low
00:21:14,0,Low
00:21:14,0,Low
00:21:15,0,Low
00:21:15,0,Low
00:21:15,0,Low
00:21:15,0,Low
00:21:15,0,Low
00:21:16,0,Low
00:21:16,0,Low
00:21:16,0,Low
00:21:16,0,Low
00:21:16,0,Low
00:21:17,0,Low
00:21:17,0,Low
00:21:17,0,Low
00:21:17,0,Low
00:21:17,0,Low
00:21:17,0,Low
00:21:18,0,Low
00:21:18,0,Low
00:21:18,0,Low
00:21:18,0,Low
00:21:18,0,Low
00:21:19,0,Low
00:21:19,0,Low
00:21:19,0,Low
00:21:19,0,Low
00:21:19,0,Low
00:21:20,0,Low
00:21:20,0,Low
00:21:20,0,Low
00:21:20,0,Low
00:21:21,0,Low
00:21:21,0,Low
00:21:21,0,Low
00:21:21,0,Low
00:21:21,0,Low
00:21:22,0,Low
00:21:22,0,Low
00:21:22,0,Low
00:21:22,0,Low
00:21:22,0,Low
00:21:22,0,Low
00:21:23,0,Low
00:21:23,0,Low
00:21:23,0,Low
00:21:23,0,Low
00:21:23,0,Low
00:21:24,0,Low
00:21:24,0,Low
00:21:24,0,Low
00:21:24,0,Low
00:21:25,0,Low
00:21:25,0,Low
00:21:25,0,Low
00:21:25,0,Low
00:21:26,0,Low
00:21:26,0,Low
00:21:26,0,Low
00:21:26,0,Low
00:21:26,0,Low
00:21:27,0,Low
00:21:27,0,Low
00:21:27,0,Low
00:21:27,0,Low
00:21:27,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:28,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:29,0,Low
00:21:30,0,Low
00:21:30,0,Low
00:21:30,0,Low
00:21:30,0,Low
00:21:30,0,Low
00:21:31,0,Low
00:21:31,0,Low
00:21:31,0,Low
00:21:31,0,Low
00:21:31,0,Low
00:21:32,0,Low
00:21:32,0,Low
00:21:32,0,Low
00:21:32,0,Low
00:21:33,0,Low
00:21:33,0,Low
00:21:33,0,Low
00:21:33,0,Low
00:21:33,0,Low
00:21:34,0,Low
00:21:34,0,Low
00:21:34,0,Low
00:21:34,0,Low
00:21:35,0,Low
00:21:35,0,Low
00:21:35,0,Low
00:21:35,0,Low
00:21:35,0,Low
00:21:35,0,Low
00:21:36,0,Low
00:21:36,0,Low
00:21:36,0,Low
00:21:36,0,Low
00:21:36,0,Low
00:21:36,0,Low
00:21:37,0,Low
00:21:37,0,Low
00:21:37,0,Low
00:21:37,0,Low
00:21:37,0,Low
00:21:37,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:38,0,Low
00:21:39,0,Low
00:21:39,0,Low
00:21:39,0,Low
00:21:39,0,Low
00:21:39,0,Low
00:21:40,0,Low
00:21:40,0,Low
00:21:40,0,Low
00:21:41,0,Low
00:21:41,0,Low
00:21:41,0,Low
00:21:41,0,Low
00:21:41,0,Low
00:21:42,0,Low
00:21:42,0,Low
00:21:42,0,Low
00:21:43,0,Low
00:21:43,0,Low
00:21:43,0,Low
00:21:43,0,Low
00:21:44,0,Low
00:21:44,0,Low
00:21:44,0,Low
00:21:44,0,Low
00:21:44,0,Low
00:21:45,0,Low
00:21:45,0,Low
00:21:45,0,Low
00:21:45,0,Low
00:21:46,0,Low
00:21:46,0,Low
00:21:46,0,Low
00:21:46,0,Low
00:21:46,0,Low
00:21:47,0,Low
00:21:47,0,Low
00:21:47,0,Low
00:21:47,0,Low
00:21:48,0,Low
00:21:48,0,Low
00:21:48,0,Low
00:21:48,0,Low
00:21:48,0,Low
00:21:49,0,Low
00:21:49,0,Low
00:21:49,0,Low
00:21:49,0,Low
00:21:49,0,Low
00:21:50,0,Low
00:21:50,0,Low
00:21:50,0,Low
00:21:50,0,Low
00:21:50,0,Low
00:21:51,0,Low
00:21:51,0,Low
00:21:51,0,Low
00:21:51,0,Low
00:21:51,0,Low
00:21:52,0,Low
00:21:52,0,Low
00:21:52,0,Low
00:21:52,0,Low
00:21:52,0,Low
00:21:53,0,Low
00:21:53,0,Low
00:21:53,0,Low
00:21:53,0,Low
00:21:53,0,Low
00:21:54,0,Low
00:21:54,0,Low
00:21:54,0,Low
00:21:54,0,Low
00:21:54,0,Low
00:21:55,0,Low
00:21:55,0,Low
00:21:55,0,Low
00:21:55,0,Low
00:21:55,0,Low
00:21:55,0,Low
00:21:56,0,Low
00:21:56,0,Low
00:21:56,0,Low
00:21:56,0,Low
00:21:56,0,Low
00:21:57,0,Low
00:21:57,0,Low
00:21:57,0,Low
00:21:57,0,Low
00:21:57,0,Low
00:21:58,0,Low
00:21:58,0,Low
00:21:58,0,Low
00:21:58,0,Low
00:21:58,0,Low
00:21:58,0,Low
00:21:59,0,Low
00:21:59,0,Low
00:21:59,0,Low
00:21:59,0,Low
00:21:59,0,Low
00:21:59,0,Low
00:22:00,0,Low
00:22:00,0,Low
00:22:00,0,Low
00:22:00,0,Low
00:22:00,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:01,0,Low
00:22:02,0,Low
00:22:02,0,Low
00:22:02,0,Low
00:22:02,0,Low
00:22:02,0,Low
00:22:02,0,Low
00:22:03,0,Low
00:22:03,0,Low
00:22:03,0,Low
00:22:03,0,Low
00:22:03,0,Low
00:22:03,0,Low
00:22:04,0,Low
00:22:04,0,Low
00:22:04,0,Low
00:22:04,0,Low
00:22:05,0,Low
00:22:05,0,Low
00:22:05,0,Low
00:22:05,0,Low
00:22:06,0,Low
00:22:06,0,Low
00:22:06,0,Low
00:22:06,0,Low
00:22:06,0,Low
00:22:07,0,Low
00:22:07,0,Low
00:22:07,0,Low
00:22:07,0,Low
00:22:07,0,Low
00:22:07,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:08,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:09,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:10,0,Low
00:22:11,0,Low
00:22:11,0,Low
00:22:11,0,Low
00:22:11,0,Low
00:22:11,0,Low
00:22:11,0,Low
00:22:12,0,Low
00:22:12,0,Low
00:22:12,0,Low
00:22:12,0,Low
00:22:12,0,Low
00:22:12,0,Low
00:22:13,0,Low
00:22:13,0,Low
00:22:13,0,Low
00:22:13,0,Low
00:22:13,0,Low
00:22:14,0,Low
00:22:14,0,Low
00:22:14,0,Low
00:22:14,0,Low
00:22:14,0,Low
00:22:15,0,Low
00:22:15,0,Low
00:22:15,0,Low
00:22:15,0,Low
00:22:15,0,Low
00:22:15,0,Low
00:22:16,0,Low
00:22:16,0,Low
00:22:16,0,Low
00:22:16,0,Low
00:22:16,0,Low
00:22:16,0,Low
00:22:17,0,Low
00:22:17,0,Low
00:22:17,0,Low
00:22:17,0,Low
00:22:17,0,Low
00:22:18,0,Low
00:22:18,0,Low
00:22:18,0,Low
00:22:18,0,Low
00:22:19,0,Low
00:22:19,0,Low
00:22:19,0,Low
00:22:19,0,Low
00:22:19,0,Low
00:22:20,0,Low
00:22:20,0,Low
00:22:20,0,Low
00:22:20,0,Low
00:22:20,0,Low
00:22:21,0,Low
00:22:21,0,Low
00:22:21,0,Low
00:22:21,0,Low
00:22:22,0,Low
00:22:22,0,Low
00:22:22,0,Low
00:22:22,0,Low
00:22:22,0,Low
00:22:23,0,Low
00:22:23,0,Low
00:22:23,0,Low
00:22:23,0,Low
00:22:24,0,Low
00:22:24,0,Low
00:22:24,0,Low
00:22:24,0,Low
00:22:25,0,Low
00:22:25,0,Low
00:22:25,0,Low
00:22:25,0,Low
00:22:25,0,Low
00:22:26,0,Low
00:22:26,0,Low
00:22:26,0,Low
00:22:26,0,Low
00:22:26,0,Low
00:22:27,0,Low
00:22:27,0,Low
00:22:27,0,Low
00:22:27,0,Low
00:22:27,0,Low
00:22:28,0,Low
00:22:28,0,Low
00:22:28,0,Low
00:22:28,0,Low
00:22:29,0,Low
00:22:29,0,Low
00:22:29,0,Low
00:22:29,0,Low
00:22:29,0,Low
00:22:29,0,Low
00:22:30,0,Low
00:22:30,0,Low
00:22:30,0,Low
00:22:30,0,Low
00:22:30,0,Low
00:22:31,0,Low
00:22:31,0,Low
00:22:31,0,Low
00:22:31,0,Low
00:22:31,0,Low
00:22:31,0,Low
00:22:32,0,Low
00:22:32,0,Low
00:22:32,0,Low
00:22:32,0,Low
00:22:32,0,Low
00:22:32,0,Low
00:22:33,0,Low
00:22:33,0,Low
00:22:33,0,Low
00:22:33,0,Low
00:22:33,0,Low
00:22:33,0,Low
00:22:34,0,Low
00:22:34,0,Low
00:22:34,0,Low
00:22:34,0,Low
00:22:34,0,Low
00:22:34,0,Low
00:22:35,0,Low
00:22:35,0,Low
00:22:35,0,Low
00:22:35,0,Low
00:22:35,0,Low
00:22:36,0,Low
00:22:36,0,Low
00:22:36,0,Low
00:22:36,0,Low
00:22:36,0,Low
00:22:36,0,Low
00:22:37,0,Low
00:22:37,0,Low
00:22:37,0,Low
00:22:37,0,Low
00:22:37,0,Low
00:22:37,0,Low
00:22:38,0,Low
00:22:38,0,Low
00:22:38,0,Low
00:22:38,0,Low
00:22:38,0,Low
00:22:38,0,Low
00:22:39,0,Low
00:22:39,0,Low
00:22:39,0,Low
00:22:39,0,Low
00:22:39,0,Low
00:22:40,0,Low
00:22:40,0,Low
00:22:40,0,Low
00:22:40,0,Low
00:22:40,0,Low
00:22:41,0,Low
00:22:41,0,Low
00:22:41,0,Low
00:22:41,0,Low
00:22:41,0,Low
00:22:42,0,Low
00:22:42,0,Low
00:22:42,0,Low
00:22:42,0,Low
00:22:43,0,Low
00:22:43,0,Low
00:22:43,0,Low
00:22:44,0,Low
00:22:44,0,Low
00:22:44,0,Low
00:22:44,0,Low
00:22:45,0,Low
00:22:45,0,Low
00:22:45,0,Low
00:22:45,0,Low
00:22:46,0,Low
00:22:46,0,Low
00:22:46,0,Low
00:22:46,0,Low
00:22:46,0,Low
00:22:47,0,Low
00:22:47,0,Low
00:22:47,0,Low
00:22:47,0,Low
00:22:47,0,Low
00:22:48,0,Low
00:22:48,0,Low
00:22:48,0,Low
00:22:48,0,Low
00:22:48,0,Low
00:22:49,0,Low
00:22:49,0,Low
00:22:49,0,Low
00:22:50,0,Low
00:22:50,0,Low
00:22:50,0,Low
00:22:50,0,Low
00:22:50,0,Low
00:22:51,0,Low
00:22:51,0,Low
00:22:51,0,Low
00:22:51,0,Low
00:22:52,0,Low
00:22:52,0,Low
00:22:52,0,Low
00:22:52,0,Low
00:22:52,0,Low
00:22:53,0,Low
00:22:53,0,Low
00:22:53,0,Low
00:22:53,0,Low
00:22:53,0,Low
00:22:54,0,Low
00:22:54,0,Low
00:22:54,0,Low
00:22:54,0,Low
00:22:55,0,Low
00:22:55,0,Low
00:22:55,0,Low
00:22:55,0,Low
00:22:55,0,Low
00:22:56,0,Low
00:22:56,0,Low
00:22:56,0,Low
00:22:56,0,Low
00:22:56,0,Low
00:22:56,0,Low
00:22:57,0,Low
00:22:57,0,Low
00:22:57,0,Low
00:22:57,0,Low
00:22:57,0,Low
00:22:58,0,Low
00:22:58,0,Low
00:22:58,0,Low
00:22:58,0,Low
00:22:58,0,Low
00:22:58,0,Low
00:22:59,0,Low
00:22:59,0,Low
00:22:59,0,Low
00:22:59,0,Low
00:22:59,0,Low
00:22:59,0,Low
00:23:00,0,Low
00:23:00,0,Low
00:23:00,0,Low
00:23:00,0,Low
00:23:00,0,Low
00:23:00,0,Low
00:23:01,0,Low
00:23:01,0,Low
00:23:01,0,Low
00:23:01,0,Low
00:23:01,0,Low
00:23:01,0,Low
00:23:02,0,Low
00:23:02,0,Low
00:23:02,0,Low
00:23:02,0,Low
00:23:02,0,Low
00:23:03,0,Low
00:23:03,0,Low
00:23:03,0,Low
00:23:03,0,Low
00:23:03,0,Low
00:23:04,0,Low
00:23:04,0,Low
00:23:04,0,Low
00:23:04,0,Low
00:23:05,0,Low
00:23:05,0,Low
00:23:05,0,Low
00:23:05,0,Low
00:23:05,0,Low
00:23:06,0,Low
00:23:06,0,Low
00:23:06,0,Low
00:23:06,0,Low
00:23:06,0,Low
00:23:07,0,Low
00:23:07,0,Low
00:23:07,0,Low
00:23:07,0,Low
00:23:07,0,Low
00:23:07,0,Low
00:23:08,0,Low
00:23:08,0,Low
00:23:09,0,Low
00:23:09,0,Low
00:23:10,0,Low
00:23:10,0,Low
00:23:11,0,Low
00:23:11,0,Low
00:23:11,0,Low
00:23:11,0,Low
00:23:11,0,Low
00:23:11,0,Low
00:23:12,0,Low
00:23:12,0,Low
00:23:12,0,Low
00:23:12,0,Low
00:23:13,0,Low
00:23:13,0,Low
00:23:13,0,Low
00:23:13,0,Low
00:23:13,0,Low
00:23:14,0,Low
00:23:14,0,Low
00:23:14,0,Low
00:23:14,0,Low
00:23:15,0,Low
00:23:15,0,Low
00:23:15,0,Low
00:23:15,0,Low
00:23:15,0,Low
00:23:16,0,Low
00:23:16,0,Low
00:23:16,0,Low
00:23:16,0,Low
00:23:16,0,Low
00:23:17,0,Low
00:23:17,0,Low
00:23:17,0,Low
00:23:17,0,Low
00:23:18,0,Low
00:23:18,0,Low
00:23:18,0,Low
00:23:18,0,Low
